,name,link,total,failed,%
16120@egOrganization,Муниципальная комиссия по делам несовершеннолетних и защите их прав городского округа Архангельской области «Мирный»,https://gosuslugi29.ru/pgu/department/info.htm?id=16120@egOrganization,0,0,100.00%
16353@egOrganization,"Муниципальное учреждение «Управление муниципального имущества, строительства и городского хозяйства администрации Мирного»",https://gosuslugi29.ru/pgu/department/info.htm?id=16353@egOrganization,0,0,100.00%
15650@egOrganization,Муниципальное учреждение «Управление образования и социальной сферы администрации Мирного»,https://gosuslugi29.ru/pgu/department/info.htm?id=15650@egOrganization,0,0,100.00%
21202@egOrganization,"Городское поселение ""Вельское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21202@egOrganization,22,0,0.00%
21177@egOrganization,"Городское поселение ""Кулойское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21177@egOrganization,0,0,100.00%
15980@egOrganization,"Комитет по управлению муниципальным имуществом и земельными ресурсами администрации муниципального образования ""Вельский муниципальный район"" Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=15980@egOrganization,0,0,100.00%
21324@egOrganization,"Муниципальное автотранспортное учреждение ""Трансмед""",https://gosuslugi29.ru/pgu/department/info.htm?id=21324@egOrganization,0,0,100.00%
21325@egOrganization,"Муниципальное учреждение здравоохранения ""Вельская районная стоматологическая поликлиника""",https://gosuslugi29.ru/pgu/department/info.htm?id=21325@egOrganization,0,0,100.00%
21326@egOrganization,"Муниципальное учреждение здравоохранения ""Вельская центральная районная больница""",https://gosuslugi29.ru/pgu/department/info.htm?id=21326@egOrganization,0,0,100.00%
15695@egOrganization,"отдел опеки и попечительства администрации МО ""Вельский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=15695@egOrganization,0,0,100.00%
21233@egOrganization,"Отдел торговли, общественного питания, бытового обслуживания, малого предпринимательства и защиты  прав потребителей администрации МО ""Вельский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=21233@egOrganization,0,0,100.00%
22038@egOrganization,"Сельское поселение ""Аргуновское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=22038@egOrganization,0,0,100.00%
22072@egOrganization,"Сельское поселение ""Благовещенское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=22072@egOrganization,0,0,100.00%
22039@egOrganization,"Сельское поселение ""Верхнешоношское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=22039@egOrganization,0,0,100.00%
21170@egOrganization,"Сельское поселение ""Вехнеустькулойское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21170@egOrganization,0,0,100.00%
21230@egOrganization,"Сельское поселение ""Липовское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21230@egOrganization,0,0,100.00%
22040@egOrganization,"Сельское поселение ""Муравьёвское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=22040@egOrganization,0,0,100.00%
21231@egOrganization,"Сельское поселение ""Низовское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21231@egOrganization,0,0,100.00%
21165@egOrganization,"Сельское поселение ""Пакшеньгское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21165@egOrganization,0,0,100.00%
21169@egOrganization,"Сельское поселение ""Пежемское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21169@egOrganization,0,0,100.00%
21171@egOrganization,"Сельское поселение ""Попонаволоцкое"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21171@egOrganization,0,0,100.00%
21185@egOrganization,"Сельское поселение ""Пуйское"" Вельского муниципального района Архангельской областиё",https://gosuslugi29.ru/pgu/department/info.htm?id=21185@egOrganization,0,0,100.00%
22070@egOrganization,"Сельское поселение ""Ракуло-Кокшеньгское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=22070@egOrganization,0,0,100.00%
21167@egOrganization,"Сельское поселение ""Солгинское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21167@egOrganization,0,0,100.00%
21166@egOrganization,"Сельское поселение ""Судромское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21166@egOrganization,0,0,100.00%
21232@egOrganization,"Сельское поселение ""Тегринское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21232@egOrganization,0,0,100.00%
22042@egOrganization,"Сельское поселение ""Усть-Вельское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=22042@egOrganization,0,0,100.00%
22045@egOrganization,"Сельское поселение ""Усть-Шоношское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=22045@egOrganization,0,0,100.00%
22068@egOrganization,"Сельское поселение ""Хозьминское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=22068@egOrganization,0,0,100.00%
21160@egOrganization,"Сельское поселение ""Шадреньгское"" Вельского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21160@egOrganization,0,0,100.00%
21327@egOrganization,"Собрание депутатов муниципального образования ""Вельский муниципальный район"" Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21327@egOrganization,0,0,100.00%
22202@egOrganization,Территориальная комиссия по делам несовершеннолетних и защите их прав администрации МО «Вельский муниципальный район»,https://gosuslugi29.ru/pgu/department/info.htm?id=22202@egOrganization,0,0,100.00%
16241@egOrganization,"Управление капитального строительства, архитектуры и экологии администрации муниципального образования ""Вельский муниципальный район"" Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=16241@egOrganization,0,0,100.00%
21328@egOrganization,"Управление культуры,спорта,туризма и по делам молодежи администрации муниципального образования ""Вельский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=21328@egOrganization,0,0,100.00%
16199@egOrganization,"Управление образования администрации муниципального образования ""Вельский муниципальный район"" Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=16199@egOrganization,0,0,100.00%
18206@egOrganization,"Управление по финансам и исполнению бюджета администрации муниципального образования ""Вельский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=18206@egOrganization,0,0,100.00%
22382@egOrganization,"Управление сельского хозяйства и сельских территорий администрации муниципального образования ""Вельский муниципальный район"" Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=22382@egOrganization,0,0,100.00%
22378@egOrganization,"Администрация  муниципального  образования  ""Ерцевское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22378@egOrganization,0,0,100.00%
22222@egOrganization,"Администрация муниципального образования ""Волошское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22222@egOrganization,0,0,100.00%
22377@egOrganization,"Администрация муниципального образования ""Вохтомское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22377@egOrganization,0,0,100.00%
22381@egOrganization,"Администрация муниципального образования ""Климовское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22381@egOrganization,0,0,100.00%
16238@egOrganization,"Администрация муниципального образования ""Коношское""",https://gosuslugi29.ru/pgu/department/info.htm?id=16238@egOrganization,7,2,28.57%
16346@egOrganization,"Администрация муниципального образования ""Мирный""",https://gosuslugi29.ru/pgu/department/info.htm?id=16346@egOrganization,2,2,100.00%
22379@egOrganization,"Администрация муниципального образования ""Подюжское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22379@egOrganization,0,0,100.00%
22380@egOrganization,"Администрация муниципального образования ""Тавреньгское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22380@egOrganization,0,0,100.00%
16373@egOrganization,"Архивный отдел администрации муниципального образования ""Коношский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=16373@egOrganization,0,0,100.00%
15996@egOrganization,"Комитет по управлению муниципальным имуществом и земельным ресурсам администрации МО ""Коношский муниципальный район"" Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=15996@egOrganization,0,0,100.00%
16222@egOrganization,"Отдел архитектуры, строительства, ТЭК, ЖКХ администрации МО ""Коношский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=16222@egOrganization,0,0,100.00%
21183@egOrganization,"Отдел культуры администрации муниципального образования ""Коношский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=21183@egOrganization,0,0,100.00%
15660@egOrganization,"Отдел опеки и попечительства администрации МО ""Коношский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=15660@egOrganization,0,0,100.00%
21213@egOrganization,"Отдел сельского хозяйства и торговли администрации МО ""Коношский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=21213@egOrganization,0,0,100.00%
16109@egOrganization,"Территориальная комиссия по делам несовершеннолетних и защите их прав администрации МО ""Коношский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=16109@egOrganization,0,0,100.00%
21089@egOrganization,"Управление образования администрации муниципального образования ""Коношский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=21089@egOrganization,0,0,100.00%
22204@egOrganization,"Управление экономики, инфраструктуры и закупок администрации муниципального образования ""Коношский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=22204@egOrganization,0,0,100.00%
16608@egOrganization,"Администрация муниципального образования ""Козьминское""",https://gosuslugi29.ru/pgu/department/info.htm?id=16608@egOrganization,3,3,100.00%
16257@egOrganization,"Администрация муниципального образования ""Сафроновское""",https://gosuslugi29.ru/pgu/department/info.htm?id=16257@egOrganization,9,5,55.56%
22198@egOrganization,"Администрация муниципального образования ""Сойгинское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22198@egOrganization,0,0,100.00%
21215@egOrganization,"Администрация муниципального образования ""Урдомское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21215@egOrganization,1,1,100.00%
21333@egOrganization,"Архивный отдел Администрации МО ""Ленский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=21333@egOrganization,0,0,100.00%
15988@egOrganization,"Отдел градостроительства, имущественных и земельных отношений Администрации МО ""Ленский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=15988@egOrganization,0,0,100.00%
16574@egOrganization,"Отдел производственной сферы и сельского хозяйства Администрации МО ""Ленский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=16574@egOrganization,0,0,100.00%
16111@egOrganization,"Территориальная  комиссия по делам несовершеннолетних и защите их прав Администрации МО ""Ленский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=16111@egOrganization,0,0,100.00%
15683@egOrganization,"Территориальный отдел по опеке и попечительству Администрации МО ""Ленский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=15683@egOrganization,0,0,100.00%
21140@egOrganization,"Администрация муниципального образования ""Быченское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21140@egOrganization,0,0,100.00%
21103@egOrganization,"Администрация муниципального образования ""Долгощельское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21103@egOrganization,0,0,100.00%
21238@egOrganization,"Администрация муниципального образования ""Дорогорское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21238@egOrganization,0,0,100.00%
21112@egOrganization,"Администрация муниципального образования ""Жердское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21112@egOrganization,0,0,100.00%
21111@egOrganization,"Администрация муниципального образования ""Каменское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21111@egOrganization,0,0,100.00%
21124@egOrganization,"Администрация муниципального образования ""Козьмогородское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21124@egOrganization,0,0,100.00%
21121@egOrganization,"Администрация муниципального образования ""Ручьевское»",https://gosuslugi29.ru/pgu/department/info.htm?id=21121@egOrganization,0,0,100.00%
21127@egOrganization,"Администрация муниципального образования ""Совпольское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21127@egOrganization,0,0,100.00%
21122@egOrganization,Администрация муниципального образования «Койденское»,https://gosuslugi29.ru/pgu/department/info.htm?id=21122@egOrganization,0,0,100.00%
21153@egOrganization,Администрация муниципального образования «Соянское»,https://gosuslugi29.ru/pgu/department/info.htm?id=21153@egOrganization,0,0,100.00%
21168@egOrganization,Администрация муниципального образования «Целегорское»,https://gosuslugi29.ru/pgu/department/info.htm?id=21168@egOrganization,0,0,100.00%
22201@egOrganization,"Комиссия по делам несовершеннолетних и защите их прав администрации МО ""Мезенский район""",https://gosuslugi29.ru/pgu/department/info.htm?id=22201@egOrganization,0,0,100.00%
16233@egOrganization,"Отдел по делам молодежи, культуре и искусству администрации муниципального образования «Мезенский район» Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=16233@egOrganization,3,0,0.00%
15967@egOrganization,"Отдел промышленности, транспорта и инженерной инфраструктуры администрации Мезенского муниципального округа Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=15967@egOrganization,0,0,100.00%
15667@egOrganization,Управление образования администрации Мезенского муниципального округа Архангельской области,https://gosuslugi29.ru/pgu/department/info.htm?id=15667@egOrganization,0,0,100.00%
16234@egOrganization,"Муниципальное бюджетное учреждение дополнительного образования детей ""Детская школа искусств № 15""",https://gosuslugi29.ru/pgu/department/info.htm?id=16234@egOrganization,0,0,100.00%
16372@egOrganization,"Муниципальное бюджетное учреждение культуры ""Межпоселенческая библиотека Мезенского района""",https://gosuslugi29.ru/pgu/department/info.htm?id=16372@egOrganization,0,0,100.00%
16339@egOrganization,"Муниципальное бюджетное учреждение культуры ""Мезенский районный Дом культуры""",https://gosuslugi29.ru/pgu/department/info.htm?id=16339@egOrganization,2,0,0.00%
21224@egOrganization,"Администрация муниципального образования ""Веркольское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21224@egOrganization,1,1,100.00%
17452@egOrganization,"Администрация муниципального образования ""Карпогорское""",https://gosuslugi29.ru/pgu/department/info.htm?id=17452@egOrganization,0,0,100.00%
22197@egOrganization,"Администрация муниципального образования ""Кеврольское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22197@egOrganization,0,0,100.00%
22371@egOrganization,"Администрация муниципального образования ""Кушкопальское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22371@egOrganization,0,0,100.00%
22212@egOrganization,"Администрация муниципального образования ""Лавельское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22212@egOrganization,0,0,100.00%
22213@egOrganization,"Администрация муниципального образования ""Междуреченское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22213@egOrganization,0,0,100.00%
21220@egOrganization,"Администрация муниципального образования ""Нюхченское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21220@egOrganization,2,2,100.00%
21219@egOrganization,"Администрация муниципального образования ""Пинежское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21219@egOrganization,2,2,100.00%
22214@egOrganization,"Администрация муниципального образования ""Пиринемское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22214@egOrganization,0,0,100.00%
21222@egOrganization,"Администрация муниципального образования ""Покшеньгское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21222@egOrganization,1,1,100.00%
22215@egOrganization,"Администрация муниципального образования ""Сийское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22215@egOrganization,0,0,100.00%
21221@egOrganization,"Администрация муниципального образования ""Сосновское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21221@egOrganization,8,8,100.00%
22216@egOrganization,"Администрация муниципального образования ""Сурское""",https://gosuslugi29.ru/pgu/department/info.htm?id=22216@egOrganization,0,0,100.00%
21223@egOrganization,"Администрация муниципального образования ""Шилегское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21223@egOrganization,9,9,100.00%
16361@egOrganization,Архивный отдел Пинежского района,https://gosuslugi29.ru/pgu/department/info.htm?id=16361@egOrganization,0,0,100.00%
15997@egOrganization,"Комитет по управлению муниципальным имуществом  и ЖКХ администрации муниципального образования ""Пинежский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=15997@egOrganization,0,0,100.00%
16643@egOrganization,"Комитет по финансам Администрации муниципального образования ""Пинежский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=16643@egOrganization,0,0,100.00%
16143@egOrganization,Отдел архитектуры и строительства Пинежского района,https://gosuslugi29.ru/pgu/department/info.htm?id=16143@egOrganization,0,0,100.00%
21871@egOrganization,Отдел дорожной деятельности и транспорта администрации МО «Пинежский район»,https://gosuslugi29.ru/pgu/department/info.htm?id=21871@egOrganization,0,0,100.00%
17328@egOrganization,"Отдел опеки и попечительства администрации муниципального образования ""Пинежский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=17328@egOrganization,0,0,100.00%
21334@egOrganization,"Отдел по культуре, искусству и туризму Пинежского района",https://gosuslugi29.ru/pgu/department/info.htm?id=21334@egOrganization,0,0,100.00%
16117@egOrganization,Территориальная комиссия по делам несовершеннолетних и защите их прав,https://gosuslugi29.ru/pgu/department/info.htm?id=16117@egOrganization,0,0,100.00%
16377@egOrganization,Управление делами Пинежского района,https://gosuslugi29.ru/pgu/department/info.htm?id=16377@egOrganization,0,0,100.00%
15652@egOrganization,"Управление образования администрации муниципального образования ""Пинежский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=15652@egOrganization,0,0,100.00%
16177@egOrganization,"Белозерский территориальный отдел Администрации городского округа Архангельской области ""Северодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=16177@egOrganization,0,0,100.00%
16161@egOrganization,"Комитет жилищно-коммунального хозяйства, транспорта и связи Администрации муниципального образования ""Северодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=16161@egOrganization,0,0,100.00%
16178@egOrganization,"Комитет по управлению муниципальным имуществом Администрации муниципального образования ""Северодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=16178@egOrganization,0,0,100.00%
20901@egOrganization,Межрайонный отдел № 1 ФГУ «Земельная кадастровая палата» по Архангельской области и Ненецкому автономному округу,https://gosuslugi29.ru/pgu/department/info.htm?id=20901@egOrganization,0,0,100.00%
16176@egOrganization,Ненокский территориальный отдел Администрации Северодвинска,https://gosuslugi29.ru/pgu/department/info.htm?id=16176@egOrganization,0,0,100.00%
16198@egOrganization,"Северодвинский отдел Управления Федеральной службы государственной регистрации, кадастра и картографии",https://gosuslugi29.ru/pgu/department/info.htm?id=16198@egOrganization,0,0,100.00%
16366@egOrganization,"Управление культуры и туризма Администрации муниципального образования ""Северодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=16366@egOrganization,0,0,100.00%
15978@egOrganization,"Управление муниципального жилищного фонда Администрации муниципального образования ""Северодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=15978@egOrganization,0,0,100.00%
16227@egOrganization,"Управление образования Администрации муниципального образования ""Северодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=16227@egOrganization,5,0,0.00%
17066@egOrganization,"Управление организации муниципальной службы Администрации муниципального образования ""Северодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=17066@egOrganization,0,0,100.00%
15677@egOrganization,"Управление социального развития, опеки и попечительства Администрации мунциипального образования ""Северодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=15677@egOrganization,0,0,100.00%
22417@egOrganization,"Управление экономики Администрации муниципального образования ""Северодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=22417@egOrganization,0,0,100.00%
17061@egOrganization,Отдел субсидий Управления муниципального жилищного фонда Администрации Северодвинска,https://gosuslugi29.ru/pgu/department/info.htm?id=17061@egOrganization,0,0,100.00%
17249@egOrganization,"Отдел организационной, кадровой и социальной работы администрации МО ГО ""Новая Земля""",https://gosuslugi29.ru/pgu/department/info.htm?id=17249@egOrganization,0,0,100.00%
17243@egOrganization,"Отдел экономики и финансов администрации МО ГО ""Новая Земля""",https://gosuslugi29.ru/pgu/department/info.htm?id=17243@egOrganization,0,0,100.00%
21116@egOrganization,"Администрация муниципального образования ""Шалакушское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21116@egOrganization,0,0,100.00%
21115@egOrganization,"Администрация сельского поселения ""Мошинское"" Няндомского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21115@egOrganization,0,0,100.00%
16350@egOrganization,Архивный отдел администрации Няндомского муниципального района Архангельской области,https://gosuslugi29.ru/pgu/department/info.htm?id=16350@egOrganization,0,0,100.00%
15984@egOrganization,Комитет по управлению муниципальным имуществом и земельными ресурсами администрации Няндомского муниципального района Архангельской области,https://gosuslugi29.ru/pgu/department/info.htm?id=15984@egOrganization,0,0,100.00%
15691@egOrganization,Отдел опеки и попечительства администрации Няндомского муниципального района Архангельской области,https://gosuslugi29.ru/pgu/department/info.htm?id=15691@egOrganization,0,0,100.00%
16127@egOrganization,Территориальная комиссия по делам несовершеннолетних и защите их прав Няндомского муниципального района Архангельской области,https://gosuslugi29.ru/pgu/department/info.htm?id=16127@egOrganization,0,0,100.00%
16168@egOrganization,Управление образования администрации Няндомского муниципального района Архангельской области,https://gosuslugi29.ru/pgu/department/info.htm?id=16168@egOrganization,0,0,100.00%
16503@egOrganization,"Управление строительства, архитектуры и жилищно-коммунального хозяйства администрации Няндомского муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=16503@egOrganization,0,0,100.00%
21125@egOrganization,Администрация муниципального образования «Золотухское»,https://gosuslugi29.ru/pgu/department/info.htm?id=21125@egOrganization,0,0,100.00%
21130@egOrganization,Администрация муниципального образования «Кодинское»,https://gosuslugi29.ru/pgu/department/info.htm?id=21130@egOrganization,0,0,100.00%
21131@egOrganization,Администрация муниципального образования «Малошуйское»,https://gosuslugi29.ru/pgu/department/info.htm?id=21131@egOrganization,0,0,100.00%
21135@egOrganization,Администрация муниципального образования «Нименьгское»,https://gosuslugi29.ru/pgu/department/info.htm?id=21135@egOrganization,0,0,100.00%
21126@egOrganization,Администрация муниципального образования «Покровское»,https://gosuslugi29.ru/pgu/department/info.htm?id=21126@egOrganization,0,0,100.00%
21134@egOrganization,Администрация муниципального образования «Порожское»,https://gosuslugi29.ru/pgu/department/info.htm?id=21134@egOrganization,0,0,100.00%
21133@egOrganization,Администрация муниципального образования «Чекуевское»,https://gosuslugi29.ru/pgu/department/info.htm?id=21133@egOrganization,0,0,100.00%
21117@egOrganization,Муниципальное бюджетное учреждение культуры «Онежский историко-мемориальный музей»,https://gosuslugi29.ru/pgu/department/info.htm?id=21117@egOrganization,1,1,100.00%
22205@egOrganization,"Муниципальное казенное учреждение  «Отдел культуры, туризма и спорта администрации муниципального образования  «Онежский муниципальный район»",https://gosuslugi29.ru/pgu/department/info.htm?id=22205@egOrganization,0,0,100.00%
15998@egOrganization,"Муниципальное казенное учреждение «Комитет по управлению муниципальным имуществом, архитектуре и земельным отношениям» администрации муниципального образования «Онежский муниципальный район»",https://gosuslugi29.ru/pgu/department/info.htm?id=15998@egOrganization,14,6,42.86%
16374@egOrganization,Муниципальное казенное учреждение «Управление образования администрации муниципального образования «Онежский муниципальный район»,https://gosuslugi29.ru/pgu/department/info.htm?id=16374@egOrganization,1,0,0.00%
16206@egOrganization,Муниципальное казенное учреждение «Управление по инфраструктурному развитию и жилищно-коммунальному хозяйству администрации муниципального образования «Онежский муниципальный район»,https://gosuslugi29.ru/pgu/department/info.htm?id=16206@egOrganization,15,2,13.33%
16116@egOrganization,Онежская территориальная комиссия по делам несовершеннолетних и защите их прав,https://gosuslugi29.ru/pgu/department/info.htm?id=16116@egOrganization,0,0,100.00%
15697@egOrganization,"Отдел опеки и попечительства администрации муниципального образования ""Онежский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=15697@egOrganization,0,0,100.00%
21098@egOrganization,"Администрация муниципального образование ""Обозерское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21098@egOrganization,8,1,12.50%
21198@egOrganization,"Администрация муниципального образование ""Пуксоозерское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21198@egOrganization,0,0,100.00%
21197@egOrganization,"Администрация муниципального образование ""Самодедское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21197@egOrganization,0,0,100.00%
16219@egOrganization,"Администрация муниципального образования ""Емцовское"" Плесецкого муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=16219@egOrganization,11,3,27.27%
21200@egOrganization,"Администрация муниципального образования ""Кенозерское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21200@egOrganization,0,0,100.00%
21199@egOrganization,"Администрация муниципального образования ""Коневское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21199@egOrganization,0,0,100.00%
16151@egOrganization,"Администрация муниципального образования ""Оксовское""",https://gosuslugi29.ru/pgu/department/info.htm?id=16151@egOrganization,40,40,100.00%
21551@egOrganization,"Администрация муниципального образования ""Плесецкое""",https://gosuslugi29.ru/pgu/department/info.htm?id=21551@egOrganization,0,0,100.00%
21100@egOrganization,"Администрация муниципального образования ""Савинское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21100@egOrganization,19,2,10.53%
21552@egOrganization,"Администрация муниципального образования ""Североонежское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21552@egOrganization,0,0,100.00%
21553@egOrganization,"Администрация муниципального образования ""Тарасовское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21553@egOrganization,0,0,100.00%
21180@egOrganization,"Администрация муниципального образования ""Ундозерское"" Плесецкого муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=21180@egOrganization,17,4,23.53%
16164@egOrganization,"Администрация муниципального образования ""Федовское"" Плесецкого муниципального района Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=16164@egOrganization,32,31,96.88%
21554@egOrganization,"Администрация муниципального образования ""Холмогорское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21554@egOrganization,0,0,100.00%
21555@egOrganization,Администрация муниципального образования «Ярнемское»,https://gosuslugi29.ru/pgu/department/info.htm?id=21555@egOrganization,0,0,100.00%
21095@egOrganization,Архивный отдел администрации МО «Плесецкий район»,https://gosuslugi29.ru/pgu/department/info.htm?id=21095@egOrganization,0,0,100.00%
17062@egOrganization,Отдел бухгалтерского учета и отчетности администрации МО «Плесецкий район»,https://gosuslugi29.ru/pgu/department/info.htm?id=17062@egOrganization,0,0,100.00%
21764@egOrganization,Отдел информационных ресурсов и защиты информации администрации муниципального образования «Плесецкий район»,https://gosuslugi29.ru/pgu/department/info.htm?id=21764@egOrganization,0,0,100.00%
17025@egOrganization,Отдел муниципальных закупок администрации МО «Плесецкий район»,https://gosuslugi29.ru/pgu/department/info.htm?id=17025@egOrganization,0,0,100.00%
15654@egOrganization,Отдел опеки и попечительства администрации Плесецкого муниципального округа Архангельской области,https://gosuslugi29.ru/pgu/department/info.htm?id=15654@egOrganization,0,0,100.00%
21354@egOrganization,"Отдел по делам молодёжи, семейной политике, культуре, спорту и туризму администрации МО ""Плесецкий район""",https://gosuslugi29.ru/pgu/department/info.htm?id=21354@egOrganization,0,0,100.00%
21763@egOrganization,Отдел по местному самоуправлению и организационной работы администрации муниципального образования «Плесецкий район»,https://gosuslugi29.ru/pgu/department/info.htm?id=21763@egOrganization,0,0,100.00%
21181@egOrganization,Отдел правового и кадрового обеспечения администрации муниципального образования «Плесецкий район»,https://gosuslugi29.ru/pgu/department/info.htm?id=21181@egOrganization,0,0,100.00%
16243@egOrganization,"Отдел предпринимательства, торговли, сельского хозяйства и охраны труда администрации Плесецкого муниципального округа Архангельской области",https://gosuslugi29.ru/pgu/department/info.htm?id=16243@egOrganization,0,0,100.00%
